Row ID,Purchase Order Description,Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Start Date,End Date,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount,Procurement Type,Start Date Year,End Date Year,Contract_Duration_Days,Approval_Delay_Days,Is_Zero_Award,Is_Negative_Modification,Is_High_Value,Award_Category,Vendor_Key,Revision_Count_Per_Contract
7952,GRANT AGREEMENT,213735,0,1262854,COMPTROLLER-OTHER,1/1/2022,1/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,FULL SPECTRUM FEATURES,102539343X,2153 W POTOMAC AVE,CHICAGO,IL,60622,"$16,000",UNKNOWN,2022,2023,395,355,0,0,0,Medium,FULL SPECTRUM FEATURES|102539343X,1
7953,"PAYMENT FOR STUDY/PREPARATION GUIDES, TEST BOOKLETS, AND ANSWER SHEET SCORING FOR POLICE OFFICER ENTRANCE EXAM",213804,0,1262900,COMPTROLLER-OTHER,1/1/2022,12/31/2023,12/22/2022,DEPARTMENT OF HUMAN RESOURCES,I O SOLUTIONS,102595066A,1520 KENSINGTON RD STE 110,OAK BROOK,IL,60523,"$20,573",UNKNOWN,2022,2023,729,355,0,0,0,Medium,I O SOLUTIONS|102595066A,1
7954,K.A.M ISAIAH ISRAEL CONGREGATION,213801,0,1262897,COMPTROLLER-OTHER,12/13/2022,12/31/2023,12/22/2022,DEPARTMENT OF PLANNING AND DEVELOPMENT,K.A.M ISAIAH ISRAEL CONGREGATION,10603666,1100 E HYDE PARK BLVD,CHICAGO,IL,60615,"$250,000",UNKNOWN,2022,2023,383,9,0,0,1,Large,K.A.M ISAIAH ISRAEL CONGREGATION|10603666,1
7955,"CONSERVATION AGREEMENT, ART SERVICES D/B/A CHICAGO CONSERVATION CENTER, CPL CONSERVATION",213733,0,1262851,COMPTROLLER-OTHER,9/22/2022,12/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,"INTERNATIONAL ART SERVICES, IN",105478183V,730 N FRANKLIN ST # 701,CHICAGO,IL,60610,"$86,010",UNKNOWN,2022,2023,465,91,0,0,0,Medium,"INTERNATIONAL ART SERVICES, IN|105478183V",1
7956,CHANDRA COOPER,213803,0,1262899,COMPTROLLER-OTHER,12/9/2022,12/31/2023,12/22/2022,DEPARTMENT OF PLANNING AND DEVELOPMENT,CHANDRA COOPER,10603667,9451 NORTH CARLOTTA LANE,BROWN DEER,WI,53223,"$250,000",UNKNOWN,2022,2023,387,13,0,0,1,Large,CHANDRA COOPER|10603667,1
7957,GUEST CURATOR AGREEMENT,213731,0,1262847,COMPTROLLER-OTHER,10/1/2022,6/30/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,LESLIE GUY CONSULTANCY,10602479,5722 S KENWOOD,CHICAGO,IL,60637,"$35,000",UNKNOWN,2022,2023,272,82,0,0,0,Medium,LESLIE GUY CONSULTANCY|10602479,1
7958,GRANT AGREEMENT,213728,0,1262843,COMPTROLLER-OTHER,6/22/2022,12/31/2022,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,LIVE THE SPIRIT RESIDENCY,94659761M,5542 S HONORE ST,CHICAGO,IL,60636-1113,"$50,000",UNKNOWN,2022,2022,192,183,0,0,0,Medium,LIVE THE SPIRIT RESIDENCY|94659761M,1
7959,"GRANT AGREEMENT, CTIYARTS SMALL",213603,0,1262756,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CREATIVE ARTS FOUNDATION,85247769L,7558 S SOUTH CHICAGO AVE,CHICAGO,IL,60619,"$20,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,CREATIVE ARTS FOUNDATION|85247769L,1
7960,"GRANT AGREEMENT, CITYARTS SMALL",213601,0,1262753,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,FACETS-MULTI-MEDIA INC,3709014E,1517 W FULLERTON AVE,CHICAGO,IL,60614,"$45,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,FACETS-MULTI-MEDIA INC|3709014E,1
7961,"GRANT AGREEMENT, CITYARTS SMALL",213563,0,1262723,COMPTROLLER-OTHER,1/1/2023,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,LUCKY PLUSH PRODUCTIONS,80647281L,301 OLMSTED RD,RIVERSIDE,IL,60546,"$20,000",UNKNOWN,2023,2023,89,-11,0,0,0,Medium,LUCKY PLUSH PRODUCTIONS|80647281L,1
7962,"GRANT AGREEMENT, CITYARTS SMALL",213579,0,1262736,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,INTERNATIONAL LATINO CULTURAL CENTER,25952479T,600 S MICHIGAN AVE,CHICAGO,IL,60605-1996,"$25,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,INTERNATIONAL LATINO CULTURAL CENTER|25952479T,1
7963,"GRANT AGREEMENT, CITYARTS SMALL",213556,0,1262717,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,PUERTO RICAN ARTS ALLIANCE,5107026E,3000 N ELBRIDGE AVE,CHICAGO,IL,60618,"$35,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,PUERTO RICAN ARTS ALLIANCE|5107026E,1
7964,"GRANT AGREEMENT, CITYARTS SMALL",213625,0,1262772,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHICAGO WEST COMMUNITY MUSIC CENTER,33663112V,100 N CENTRAL PARK DR,CHICAGO,IL,60624,"$25,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,CHICAGO WEST COMMUNITY MUSIC CENTER|33663112V,1
7965,"GRANT AGREEMENT, CITYARTS SMALL",213624,0,1262771,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHICAGO JAZZ PHILHARMONIC,37582534E,1111 N WELLS ST STE 302,CHICAGO,IL,60610,"$30,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,CHICAGO JAZZ PHILHARMONIC|37582534E,1
7966,"GRANT AGREEMENT, CITYARTS SMALL",213604,0,1262758,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,ELASTIC ARTS FOUNDATION,31286393A,3030 W CORTLAND ST,CHICAGO,IL,60647,"$20,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,ELASTIC ARTS FOUNDATION|31286393A,1
7967,"GRANT AGREEMENT, CITYARTS SMALL",213560,0,1262720,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHANGING WORLDS,91371340Z,329 W 18TH STREET EFT ST,CHICAGO,IL,60616,"$40,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,CHANGING WORLDS|91371340Z,1
7968,"GRANT AGREEMENT, CITYARTS SMALL 22, BLAIR THOMAS DBA CHICAGO INT'L PUPPET FESTIVAL",213626,0,1262773,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,BLAIR THOMAS & COMPANY,34667348H,3200 W CARROLL AVE,CHICAGO,IL,60624,"$25,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,BLAIR THOMAS & COMPANY|34667348H,1
7969,"GRANT AGREEMENT, CITYARTS SMALL",213617,0,1262763,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,EIGHTH BLACKBIRD PERFORMING ARTS ASSOCIATION,95364215L,5315 N CLARK ST,CHICAGO,IL,60640,"$20,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,EIGHTH BLACKBIRD PERFORMING ARTS ASSOCIATION|95364215L,1
7970,"GRANT AGREEMENT, CTIYARTS SMALL",213588,0,1262741,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,HROMOVYTSIA UKRAINIAN DANCE ENSEMBLE,10603451,2038 W. WALTON STREET,CHICAGO,IL,60622,"$10,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,HROMOVYTSIA UKRAINIAN DANCE ENSEMBLE|10603451,1
7971,"GRANT AGREEMENT, CITYARTS SMALL",213568,0,1262727,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,INTERNATIONAL POLKA ASSOCIATION,10603452,4608 SOUTH ARCHER AVENUE,CHICAGO,IL,60632,"$10,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,INTERNATIONAL POLKA ASSOCIATION|10603452,1
7972,"GRANT AGREEMENT, CITYARTS SMALL",213589,0,1262746,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,HYDE PARK SCHOOL OF DANCE,95370153Z,5650 S WOODLAWN AVE,CHICAGO,IL,60637-1623,"$40,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,HYDE PARK SCHOOL OF DANCE|95370153Z,1
7973,GRANT AGREEMENT,213599,0,1262752,COMPTROLLER-OTHER,1/1/2022,12/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,"$35,000",UNKNOWN,2022,2023,729,354,0,0,0,Medium,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO|100038336P,1
7974,"GRANT AGREEMENT, CITYARTS SMALL",213555,0,1262715,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CROSSING BORDERS MUSIC COLLECTIVE,98694245E,1232 W ARTHUR AVE,CHICAGO,IL,60626,"$9,000",UNKNOWN,2022,2023,454,354,0,0,0,Small,CROSSING BORDERS MUSIC COLLECTIVE|98694245E,1
7975,"GRANT AGREEMENT, CITYARTS SMALL",213565,0,1262725,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,INTUIT:CENTER FOR INTUTIVE/,22208862H,756 N MILWAUKEE AVE,CHICAGO,IL,60642,"$40,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,INTUIT:CENTER FOR INTUTIVE/|22208862H,1
7976,"GRANT AGREEMENT, CITYARTS SMALL",213591,0,1262748,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,ENSEMBLE ESPANOL,22672222X,5500 N ST LOUIS AVE FL 1ST,CHICAGO,IL,60625,"$45,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,ENSEMBLE ESPANOL|22672222X,1
7977,"GRANT AGREEMENT, CITYARTS SMALL",213559,0,1262719,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,826CHI INC NFP,95301070A,1276 N MILWAUKEE AVE,CHICAGO,IL,60622,"$25,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,826CHI INC NFP|95301070A,1
7978,"GRANT AGREEMENT, CITYARTS SMALL",213582,0,1262738,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,FULL SPECTRUM FEATURES,102539343X,2153 W POTOMAC AVE,CHICAGO,IL,60622,"$20,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,FULL SPECTRUM FEATURES|102539343X,1
7979,"GRANT AGREEMENT, CTIYARTS SMALL",213576,0,1262734,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,INTERNATIONAL MUSEUM OF SURGICAL SCI.,33798129M,1524 N LAKE SHORE DR,CHICAGO,IL,60610-1607,"$25,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,INTERNATIONAL MUSEUM OF SURGICAL SCI.|33798129M,1
7980,GRANT AGREEMENT,213620,0,1262766,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,THEATRE Y,105477609A,1714 N LAWNDALE AVE # 2,CHICAGO,IL,60647,"$15,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,THEATRE Y|105477609A,1
7981,"GRANT AGREEMENT, CITYARTS SMALL",213561,0,1262721,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,LYNX PROJECT,10602999,"2611 NORTH GREENVIEW AVE., B",CHICAGO,IL,60614,"$10,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,LYNX PROJECT|10602999,1
7982,"GRANT AGREEMENT, CITYARTS SMALL",213575,0,1262733,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,LINKS HALL STUDIO,22438970Z,3435 N SHEFFIELD AVE FL 2ND,CHICAGO,IL,60657,"$20,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,LINKS HALL STUDIO|22438970Z,1
7983,"GRANT AGREEMENT, CITYARTS SMALL",213623,0,1262769,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CIRC ESTEEM INC,96113116H,4730 N SHERIDAN RD,CHICAGO,IL,60640,"$35,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,CIRC ESTEEM INC|96113116H,1
7984,"GRANT AGREEMENT, CITYARTS SMALL",213590,0,1262747,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,COMMUNITY TELEVISION NETWORK,102597614X,2418 W BLOOMINGDALE AVE,CHICAGO,IL,60647,"$20,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,COMMUNITY TELEVISION NETWORK|102597614X,1
7985,"GRANT AGREEMENT, CITYARTS SMALL",213602,0,1262755,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,HO ETSU TAIKO,10603000,435 W. MENOMONEE,CHICAGO,IL,60614,"$10,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,HO ETSU TAIKO|10603000,1
7986,"GRANT AGREEMENT, CITYARTS SMALL",213618,0,1262765,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/21/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,DANCEWORKS CHICAGO INC NFP,94663835V,1016 N DEARBORN ST,CHICAGO,IL,60610-2804,"$15,000",UNKNOWN,2022,2023,454,354,0,0,0,Medium,DANCEWORKS CHICAGO INC NFP|94663835V,1
7987,"GRANT AGREEMENT, CITYARTS SMALL",213459,0,1262596,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,SHATTERED GLOBE THEATER,31318216P,3827 N SEELEY AVE,CHICAGO,IL,60618,"$25,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,SHATTERED GLOBE THEATER|31318216P,1
7988,MEDIAN AND BOULEVARD LANDSCAPE MAINTENANCE AND SERVICES NORTH REGION,73582,1,220844,WORK SERVICES / FACILITIES MAINT.,4/11/2018,4/10/2024,12/20/2022,CHICAGO DEPARTMENT OF TRANSPORTATION,CHRISTY WEBBER LANDSCAPES,93234032M,2900 W FERDINAND ST,CHICAGO,IL,60612,$0,BID,2018,2024,2191,1714,1,0,0,Depends Upon Requirements,CHRISTY WEBBER LANDSCAPES|93234032M,2
7989,"GRANT AGREEMENT, CITYARTS SMALL",213451,0,1262587,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,"SOUTH SIDE JAZZ COALITION, INC",102647428Z,9156 S ESSEX AVE,CHICAGO,IL,60617,"$5,000",UNKNOWN,2022,2023,454,353,0,0,0,Small,"SOUTH SIDE JAZZ COALITION, INC|102647428Z",1
7990,"GRANT AGREEMENT, CITYARTS SMALL",213462,0,1262602,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,RED CLAY DANCE,94659791V,1507 E 53RD ST,CHICAGO,IL,60615,"$22,500",UNKNOWN,2022,2023,454,353,0,0,0,Medium,RED CLAY DANCE|94659791V,1
7991,GRANT AGREEMENT,213464,0,1262604,COMPTROLLER-OTHER,10/1/2022,12/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,SEGUNDO RUIZ BELVIS CULTURAL CENTER,105459795V,BELVIS CULTURAL CENTER,CHICAGO,IL,60647,"$40,000",UNKNOWN,2022,2023,456,80,0,0,0,Medium,SEGUNDO RUIZ BELVIS CULTURAL CENTER|105459795V,1
7992,"TOWING SERVICES- GROUP A (PRIMARY): LIGHT DUTY VEHICLES, MEDIUM DUTY VECHICLES & MOTORCYCLES AND GROUP B (SECONDARY): HEAVY DUTY VEHICLES",68182,2,311194,WORK SERVICES / FACILITIES MAINT.,4/5/2018,4/4/2026,12/20/2022,DEPT OF ASSETS INFORMATION AND SERVICES,PATTERSON'S CIRCLE R TOWING/ RECOVERY CO,6630766T,10106 S MICHIGAN AVE # 1,CHICAGO,IL,60628,$0,BID,2018,2026,2921,1720,1,0,0,Depends Upon Requirements,PATTERSON'S CIRCLE R TOWING/ RECOVERY CO|6630766T,1
7993,GRANT AGREEMENT,213465,0,1262605,COMPTROLLER-OTHER,10/1/2022,12/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,SOULFUL BOOK FAIR FOUNDATION,10602789,7337 SOUTH SHORE DRIVE #1207,CHICAGO,IL,60649,"$45,000",UNKNOWN,2022,2023,456,80,0,0,0,Medium,SOULFUL BOOK FAIR FOUNDATION|10602789,1
7994,MARKETING AND COMMUNICATION SERVICES FOR THE COMMUNITY SAFETY COORDINATION CENTER (CSCC),206245,0,1242710,"PRO SERV CONSULTING $250,000ORABOVE",12/16/2022,12/16/2024,12/20/2022,CHICAGO DEPARTMENT OF PUBLIC HEALTH,"TEN35, LLC",105492607A,ADDRESS NOT PROVIDED,CHICAGO,IL,60611,"$5,000,000",RFP,2022,2024,731,4,0,0,1,Large,"TEN35, LLC|105492607A",1
7995,"GRANT AGREEMENT, CITYARTS SMALL",213458,0,1262594,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,SIDESHOW THEATRE COMPANY NFP,98694208L,5211 N GLENWOOD AVE,CHICAGO,IL,60640-2233,"$10,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,SIDESHOW THEATRE COMPANY NFP|98694208L,1
7996,"GRANT AGREEMENT, CITYARTS SMALL",213427,0,1262569,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHICAGO FILMMAKERS,28245372A,5243 N CLARK ST,CHICAGO,IL,60640,"$30,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,CHICAGO FILMMAKERS|28245372A,1
7997,"GRANT AGREEMENT, CITYARTS SMALL",213444,0,1262581,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,FIREBIRD COMMUNITY ARTS,105463798Z,4401 N RAVENSWOOD AVENUE EFT,CHICAGO,IL,60640,"$30,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,FIREBIRD COMMUNITY ARTS|105463798Z,1
7998,"GRANT AGREEMENT, CITYARTS SMALL",213412,0,1262559,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHICAGO ARTS PARTNERSHIPS IN EDUCATION,93096927L,203 N WABASH AVENUE EFT,CHICAGO,IL,60601,"$25,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,CHICAGO ARTS PARTNERSHIPS IN EDUCATION|93096927L,1
7999,1186934: DAMEN GREEN LINE ELEVATED CTA STATION - THE WORK INCLUDES THE CONSTRUCTION OF A NEW DAMEN AVENUE ELEVATED CTA STATION LOCATED ON THE CHICAGO TRANSIT AUTHORITY驴S (CTA) GREEN LINE.,167067,4,1186934,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/20/2022,12/20/2022,12/20/2022,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",102903767L,5515 N EAST RIVER ROAD EFT XX 2356,CHICAGO,IL,60656,"$14,146",BID,2022,2022,0,0,0,0,0,Medium,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC|102903767L",16
8000,"GRANT AGREEMENT, CITYARTS SMALL",213461,0,1262600,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,RIVENDELL THEATRE ENSEMBLE,31323655H,1711 W BELLE PLAINE AVE # 3B,CHICAGO,IL,60613,"$25,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,RIVENDELL THEATRE ENSEMBLE|31323655H,1
8001,"GRANT AGREEMENT, CITYARTS SMALL",213405,0,1262554,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,REPERTORIO LATINO THEATER COMPANY,105457382M,913 N MONTICELLO AVE,CHICAGO,IL,60651,"$10,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,REPERTORIO LATINO THEATER COMPANY|105457382M,1
8002,EUGENE SAWYER PURIFICATION PLT. FILTER BLDG. ROOF AND FACADE RENOVATION,99820,8,823075,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/20/2022,12/20/2022,12/20/2022,DEPARTMENT OF WATER MANAGEMENT,"IHC CONSTRUCTION CO., LLC.",105468069V,385 AIRPORT RD STE 100,ELGIN,IL,60123,"-$10,964",BID,2022,2022,0,0,0,1,0,Negative Modification,"IHC CONSTRUCTION CO., LLC.|105468069V",2
8003,"GRANT AGREEMENT, CITYARTS SMALL",213466,0,1262608,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,PRISON AND NEIGHBORHOOD ARTS/EDUCATION PROJECT,10595305,800 W. BUENA AVE.,CHICAGO,IL,60613,"$20,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,PRISON AND NEIGHBORHOOD ARTS/EDUCATION PROJECT|10595305,1
8004,"GRANT AGREEMENT, CITYARTS SMALL",213447,0,1262584,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,GUILD LITERACY COMPLEX,94609431P,1532 N MILWAUKEE AVE STE 21,CHICAGO,IL,60622,"$9,000",UNKNOWN,2022,2023,454,353,0,0,0,Small,GUILD LITERACY COMPLEX|94609431P,1
8005,"GRANT AGREEMENT, CITYARTS SMALL",213485,0,1262633,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,MIDSOMMER FLIGHT NFP,105478352H,2658 W ARGYLE ST STE 2,CHICAGO,IL,60625,"$9,000",UNKNOWN,2022,2023,454,353,0,0,0,Small,MIDSOMMER FLIGHT NFP|105478352H,1
8006,"GRANT AGREEMENT, CITYARTS SMALL",213469,0,1262614,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,ART ON SEDGWICK,105467095V,337 W EVERGREEN AVE,CHICAGO,IL,60610,"$10,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,ART ON SEDGWICK|105467095V,1
8007,"GRANT AGREEMENT, CITYARTS SMALL",213419,0,1262564,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHICAGO MULTI-CULTURAL DANCE CENTER,30837452E,806 S PLYMOUTH CT,CHICAGO,IL,60605-2002,"$25,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,CHICAGO MULTI-CULTURAL DANCE CENTER|30837452E,1
8008,BLACKSTONE SEWER IMPROVEMENT DWM PN 6172,127552,4,934439,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/20/2022,12/20/2022,12/20/2022,DEPARTMENT OF WATER MANAGEMENT,BENCHMARK CONSTRUCTION CO. INC|CLEANED-UP,22360848V,3349 S KEDZIE AVENUE EFT,CHICAGO,IL,60623,"$1,000",BID,2022,2022,0,0,0,0,0,Small,BENCHMARK CONSTRUCTION CO. INC|CLEANED-UP|22360848V,2
8009,"1182986:  GRAND AVENUE 
IMPROVEMENTS - SECTION VI (W. GRAND AVE. FROM W. CHICAGO AVE. TO N. DAMEN AVE.)",153526,13,1182986,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/20/2022,12/20/2022,12/20/2022,CHICAGO DEPARTMENT OF TRANSPORTATION,PAN-OCEANIC ENGINEERING CO INC,95584874P,6436 W HIGGINS AVENUE EFT,CHICAGO,IL,60656,"$63,000",BID,2022,2022,0,0,0,0,0,Medium,PAN-OCEANIC ENGINEERING CO INC|95584874P,33
8010,"GRANT AGREEMENT, CITYARTS SMALL",213474,0,1262616,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,ASIAN IMPROVE ARTS MIDWEST,46515384A,1012 S KENWILWORTH,OAK PARK,IL,60304,"$20,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,ASIAN IMPROVE ARTS MIDWEST|46515384A,1
8011,"GRANT AGREEMENT, CTIYARTS SMALL",213460,0,1262598,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/20/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,DESIGN INDUSTRIES FOUNDATION FIGHTING AIDS,10602993,"222 MERCHANDISE MART, SUITE 1445B",CHICAGO,IL,60654,"$20,000",UNKNOWN,2022,2023,454,353,0,0,0,Medium,DESIGN INDUSTRIES FOUNDATION FIGHTING AIDS|10602993,1
